"AUTHOR";"BORN-DIED";"TITLE";"DATE";"TECHNIQUE";"LOCATION";"URL";"FORM";"SCHOOL";"TIMEFRAME"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"An Interior";"-";"Oil on canvas, 72 x 56 cm";"Private collection";"https://www.wga.hu/detail/l/longhi/pietro/2/23interi.jpg";"interior";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"The Tailor";"1741";"Oil on canvas";"Gallerie dell'Accademia, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/03tailor.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"The Soothsayer";"c. 1750";"Oil on canvas, 60 x 48 cm";"Gallerie dell'Accademia, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/10sooths.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1783, Venezia)";"The Elephant";"1774";"Oil on canvas, 48 x 61 cm";"Private collection";"https://www.wga.hu/detail/l/longhi/pietro/2/34elepha.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"A Theatrical Scene";"c. 1752";"Oil on canvas, 62 x 50 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/l/longhi/pietro/1/15scene.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"Il Ridotto";"1740s";"Oil on canvas";"Accademia Carrara, Bergamo";"https://www.wga.hu/detail/l/longhi/pietro/1/09ridott.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"The Dancing Lesson";"c. 1741";"Oil on canvas, 61 x 51 cm";"Gallerie dell'Accademia, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/01dancin.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"Patrician Family";"c. 1752";"Oil on canvas, 62 x 50 cm";"Museo del Settecento Veneziano, Ca' Rezzonico, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/13pfamil.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"The Family Concert";"c. 1760";"Oil on canvas";"Museo del Settecento Veneziano, Ca' Rezzonico, Venice";"https://www.wga.hu/detail/l/longhi/pietro/2/31fconce.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"Painter in his Studio";"1740-45";"Oil on canvas";"Ca' Rezzonico, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/05painte.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"Vendor of Roast Meat";"c. 1757";"Oil on canvas";"Museo del Settecento Veneziano, Ca' Rezzonico, Venice";"https://www.wga.hu/detail/l/longhi/pietro/2/28vendor.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"Duck Hunters on the Lagoon";"c. 1760";"Oil on canvas";"Pinacoteca Querini Stampalia, Venice";"https://www.wga.hu/detail/l/longhi/pietro/2/30duckhu.jpg";"landscape";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1783, Venezia)";"Fall of the Giants";"1734";"Fresco";"Palazzo Morosini Sagredo, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/00moros1.jpg";"mythological";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"Portrait of Francesco Guardi";"c. 1760";"Oil on canvas";"Museo del Settecento Veneziano, Ca' Rezzonico, Venice";"https://www.wga.hu/detail/l/longhi/pietro/2/29p_guar.jpg";"portrait";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"The Ridotto";"1740's";"Oil on canvas";"Raccotta Salon, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/08ridott.jpg";"genre";"Italian";"1701-1750"
"LONGHI, Pietro";"(b. 1702, Venezia, d. 1785, Venezia)";"The Letter of the Moor";"c. 1751";"Oil on canvas, 62 x 50 cm";"Museo del Settecento Veneziano, Ca' Rezzonico, Venice";"https://www.wga.hu/detail/l/longhi/pietro/1/11lettmo.jpg";"genre";"Italian";"1701-1750"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Effects of Good Government on the City Life (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/2effect6.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Madonna and Child with Mary Magdalene and St Dorothea";"c. 1325";"Wood, 90 x 53 cm (central panel), 88 x 39 cm (side panels, each)";"Pinacoteca Nazionale, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/1triptyc.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"The Presentation in the Temple";"1342";"Panel, 257 x 168 cm";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/8present.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Allegory of the Good Government";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/1good1.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Effects of Good Government on the City Life (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/2effect4.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Bad Government and the Effects of Bad Government on the City Life";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/4effect1.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Scenes of the Life of St Nicholas";"c. 1332";"Tempera on wood";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/44nichol.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"A Group of Four Poor Clares";"1336-40";"Fresco with areas of secco, 70 x 63 cm";"National Gallery, London";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/2chapte3.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Scenes of the Life of St Nicholas";"c. 1332";"Tempera on wood";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/42nichol.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Scenes of the Life of St Nicholas";"c. 1332";"Tempera on wood, 96 x 52,5 cm";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/40nichol.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Scenes of the Life of St Nicholas";"c. 1332";"Tempera on wood";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/45nichol.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Effects of Good Government on the City Life (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/2effect1.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Effects of Bad Government on the City Life (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/4effect2.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"The Effects of Good Government in the Countryside (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/2effecz3.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"The Effects of Good Government in the Countryside (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/2effecz1.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Allegory of the Good Government (detail)";"1338-40";"Fresco";"Palazzo Pubblico, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/governme/1good4.jpg";"mythological";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Nursing Madonna";"c. 1330";"Tempera on wood, 90 x 48 cm";"Palazzo Arcivescovile, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/3m_latte.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Small Maest?";"1335-40";"Tempera on wood, 49 x 32,5 cm";"Pinacoteca Nazionale, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/51maesta.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Madonna of Vico l'Abate";"1319";"Tempera on wood, 148,5 x 78 cm";"Museo di Arte Sacra, San Casciano in Val di Pesa (Florence)";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/1abate.jpg";"religious";"Italian";"1301-1350"
"LORENZETTI, Ambrogio";"(b. ca. 1290, Siena, d. 1348, Siena)";"Annunciation";"1344";"Tempera on wood, 127 x 120 cm";"Pinacoteca Nazionale, Siena";"https://www.wga.hu/detail/l/lorenzet/ambrogio/various/9annunci.jpg";"religious";"Italian";"1301-1350"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Hercules at the Crossroads (detail)";"1748";"Oil on canvas";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/b/batoni/hercule2.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Self-Portrait";"1773-74";"Oil on canvas, 76 x 61 cm";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/b/batoni/selfport.jpg";"portrait";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Samson and Delilah";"1766";"Oil on canvas, 209 x 144 cm";"Private collection";"https://www.wga.hu/detail/b/batoni/samsonde.jpg";"historical";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Portrait of Charles William Ferdinand, Duke of Brunswick and Lüneburg";"1767";"Oil on canvas";"Herzog Anton Ulrich-Museum, Braunschweig";"https://www.wga.hu/detail/b/batoni/portrai2.jpg";"portrait";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Holy Family";"1777";"Oil on canvas, 226 x 150 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/b/batoni/holyfami.jpg";"religious";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"The Countess of San Martino";"1785";"Oil on canvas, 99 x 74 cm";"Museo Thyssen-Bornemisza, Madrid";"https://www.wga.hu/detail/b/batoni/countess.jpg";"portrait";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Allegory of Mercy and Truth";"1745";"Oil on canvas";"Benedictine Abbey, Pannonhalma";"https://www.wga.hu/detail/b/batoni/mercytru.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Portrait of John Staples";"1773";"Oil on canvas";"Museo di Roma, Rome";"https://www.wga.hu/detail/b/batoni/portrai1.jpg";"portrait";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Achilles and the Centaur Chiron";"1746";"OIl on canvas, 159 x 127 cm";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/b/batoni/achilles.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"A Knight in Rome: Charles Cecil Roberts";"1778";"Oil on canvas, 221 x 157 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/b/batoni/roberts.jpg";"portrait";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Virgin and Child with the Infant St John the Baptist";"1738-40";"Oil on canvas, 131 x 97 cm";"Private collection";"https://www.wga.hu/detail/b/batoni/virginch.jpg";"religious";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Sensuality";"1747";"Oil on canvas, 138 x 100 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/b/batoni/sensuali.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"The Marriage of Cupid and Psyche";"1756";"Oil on canvas, 183 x 118 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/b/batoni/marriage.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Virgin and Child with Saints";"-";"Oil on canvas, 403 x 288 cm";"Pinacoteca di Brera, Milan";"https://www.wga.hu/detail/b/batoni/virgin_c.jpg";"religious";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Holy Family";"c. 1760";"Oil on canvas, 99 x 74 cm";"Pinacoteca Capitolina, Rome";"https://www.wga.hu/detail/b/batoni/holyfam.jpg";"religious";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Portrait of Princess Giacinta Orsini Buoncampagni Ludovisi";"c. 1758";"Oil on canvas, 137 x 100 cm";"Private collection";"https://www.wga.hu/detail/b/batoni/giacinta.jpg";"portrait";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Hercules at the Crossroads";"1748";"Oil on canvas, 99 x 74 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/b/batoni/hercule1.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Venus Presenting Aeneas with Armour Forged by Vulcan";"1748";"Oil on canvas, 99 x 74 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/b/batoni/venus1.jpg";"mythological";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"The Ecstasy of St Catherine of Siena";"1743";"Oil on canvas";"Museo di Villa Guinigi, Lucca";"https://www.wga.hu/detail/b/batoni/extasy.jpg";"religious";"Italian";"1751-1800"
"BATONI, Pompeo";"(b. 1708, Lucca, d. 1787, Roma)";"Portrait of Charles Crowle";"1761-62";"Oil on canvas, 248 x 172 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/b/batoni/crowle.jpg";"portrait";"Italian";"1751-1800"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"St Catherine Carried to her Tomb by Angels";"1520-23";"Fresco fragment transferred to canvas, 120 x 226 cm";"Pinacoteca di Brera, Milan";"https://www.wga.hu/detail/l/luini/father/1/labia4.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"The Gathering of the Manna";"1520-23";"Fresco transferred to canvas, 198 x 182 cm";"Pinacoteca di Brera, Milan";"https://www.wga.hu/detail/l/luini/father/1/labia3.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"The Virgin Holding the Sleeping Child, with St John and Two Angels";"-";"Oil on canvas, 92 x 73 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/l/luini/father/2/sleeping.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"The Martyrdom of St Maurice";"1510s";"Fresco";"San Maurizio al Monstero Maggiore, Milan";"https://www.wga.hu/detail/l/luini/father/1/maurizix.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Girls Bathing";"1520-23";"Fresco transferred to canvas, 135 x 250 cm";"Pinacoteca di Brera, Milan";"https://www.wga.hu/detail/l/luini/father/1/labia1.jpg";"other";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Portrait of a Lady";"c. 1525";"Oil on canvas";"National Gallery of Art, Washington";"https://www.wga.hu/detail/l/luini/father/2/portlady.jpg";"portrait";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Saint Catherine";"1527-1531";"Oil on canvas transferred from wood, 68 x 59 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/l/luini/father/2/catherin.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Madonna with Child and the Young St John";"c. 1515";"Oil on panel, 83 x 66 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/l/luini/father/2/mad_chil.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Paintings on the partition";"1522-24";"Fresco";"San Maurizio al Monastero Maggiore, Milan";"https://www.wga.hu/detail/l/luini/father/1/maurizio.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Madonna and Child with Sts Catherine and Barbara";"1522-25";"Oil on panel, 94 x 72 cm";"Szépm?vészeti Múzeum, Budapest";"https://www.wga.hu/detail/l/luini/father/2/madonna.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Madonna in the Rose Garden";"-";"Oil on panel, 70 x 63 cm";"Pinacoteca di Brera, Milan";"https://www.wga.hu/detail/l/luini/father/2/mad_rose.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"The Magdalen";"1520-25";"Oil on panel, 59 x 48 cm";"National Gallery of Art, Washington";"https://www.wga.hu/detail/l/luini/father/2/magdalen.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Holy Family with the Infant St John";"-";"Panel, 100 x 84 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/l/luini/father/2/holy_fam.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Madonna and Child with Sts Catherine and Barbara (detail)";"1522-25";"Oil on panel";"Szépm?vészeti Múzeum, Budapest";"https://www.wga.hu/detail/l/luini/father/2/madonna1.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"The Penitent St Jerome";"1520-25";"Oil on panel, 90 x 67 cm";"Museo Poldi Pezzoli, Milan";"https://www.wga.hu/detail/l/luini/father/2/jerome.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Virgin and Child with Saints and Donors";"c. 1507";"Oil on canvas transferred from wood, 78 x 126 cm";"Museo Civico, Padua";"https://www.wga.hu/detail/l/luini/father/2/virgin_c.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Salome Receiving the Head of St John the Baptist";"-";"Oil on canvas, 62 x 55 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/l/luini/father/2/salome2.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"Crucifixion and Scenes from the Life of Christ";"1529";"Fresco";"Santa Maria degli Angeli, Lugano";"https://www.wga.hu/detail/l/luini/father/1/lugano1.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"St Sebastian";"c. 1512";"Oil on panel, 105 x 43 cm";"Private collection";"https://www.wga.hu/detail/l/luini/father/2/sebastia.jpg";"religious";"Italian";"1501-1550"
"LUINI, Bernardino";"(b. 1480, Luino, d. 1532, Milano)";"The Penitent St Jerome (detail)";"1520-25";"Oil on panel";"Museo Poldi Pezzoli, Milan";"https://www.wga.hu/detail/l/luini/father/2/jerome1.jpg";"religious";"Italian";"1501-1550"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Assumption of the Virgin";"1454-57";"Fresco";"Cappella Ovetari, Chiesa degli Eremitani, Padua";"https://www.wga.hu/detail/m/mantegna/01/3apse2.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"San Luca Polyptych (central panel)";"1453";"Tempera on panel, 140 x 67 cm";"Pinacoteca di Brera, Milan";"https://www.wga.hu/detail/m/mantegna/02/sanluca5.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Parnassus";"1497";"Tempera on canvas, 160 x 192 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/m/mantegna/09/7parnas.jpg";"mythological";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Cartura, d. 1506, Mantova)";"Triumphs of Caesar (scene 8)";"1485-95";"Tempera on canvas, 267 x 278 cm";"Royal Collection, Hampton Court";"https://www.wga.hu/detail/m/mantegna/10/scene8.jpg";"historical";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Scenes from the Life of St Christopher (scene 4)";"1448-57";"Fresco";"Cappella Ovetari, Chiesa degli Eremitani, Padua";"https://www.wga.hu/detail/m/mantegna/01/2chris03.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"San Zeno Polyptych";"1457-60";"Tempera on panel, 480 x 450 cm";"San Zeno, Verona";"https://www.wga.hu/detail/m/mantegna/04/zeno03.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"St Sebastian";"c. 1506";"Oil on canvas, 213 x 95 cm";"Galleria Franchetti, Ca' d'Oro, Venice";"https://www.wga.hu/detail/m/mantegna/11/5sebast2.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Triumphs of Caesar (scene 9)";"1485-95";"Tempera on canvas, 267 x 278 cm";"Royal Collection, Hampton Court";"https://www.wga.hu/detail/m/mantegna/10/scene9a.jpg";"historical";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"The west wall: The Meeting";"1465-74";"Walnut oil on plaster";"Camera degli Sposi, Palazzo Ducale, Mantua";"https://www.wga.hu/detail/m/mantegna/07/2sposi01.jpg";"historical";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Inscription with Putti";"1465-74";"Walnut oil on plaster";"Camera degli Sposi, Palazzo Ducale, Mantua";"https://www.wga.hu/detail/m/mantegna/07/2sposi101.jpg";"historical";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"The Adoration of the Shepherds";"1451-53";"Tempera on canvas transferred from wood, 40 x 56 cm";"Metropolitan Museum of Art, New York";"https://www.wga.hu/detail/m/mantegna/03/3adorat1.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Agony in the Garden";"c. 1459";"Tempera on wood, 63 x 80 cm";"National Gallery, London";"https://www.wga.hu/detail/m/mantegna/03/7agony.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"The Circumcision (detail)";"1460-64";"Tempera on wood";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/m/mantegna/05/3chapel1.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"San Zeno Polyptych (central panel)";"1457-60";"Tempera on panel, 220 x 115 cm";"San Zeno, Verona";"https://www.wga.hu/detail/m/mantegna/04/zeno07.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Judith";"c. 1495";"Tempera on wood, 31 x 18 cm";"National Gallery of Art, Washington";"https://www.wga.hu/detail/m/mantegna/09/4judith.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Cartura, d. 1506, Mantova)";"Triumphs of Caesar (scene 4)";"1485-95";"Tempera on canvas, 267 x 278 cm";"Royal Collection, Hampton Court";"https://www.wga.hu/detail/m/mantegna/10/scene4.jpg";"historical";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"The Ascension of Christ";"1460-64";"Tempera on wood, 86 x 42 cm";"Galleria degli Uffizi, Florence";"https://www.wga.hu/detail/m/mantegna/05/2chapel.jpg";"religious";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"Cardinal Ludovico Trevisan";"1459-60";"Tempera on wood, 45 x 34 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/m/mantegna/03/8cardina.jpg";"portrait";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"The Court of Gonzaga (detail)";"1465-74";"Walnut oil on plaster";"Camera degli Sposi, Palazzo Ducale, Mantua";"https://www.wga.hu/detail/m/mantegna/07/1sposi8.jpg";"historical";"Italian";"1451-1500"
"MANTEGNA, Andrea";"(b. 1431, Isola di Carturo, d. 1506, Mantova)";"View of the west and north walls and the ceiling";"1465-74";"Walnut oil on plaster and fresco";"Camera degli Sposi, Palazzo Ducale, Mantua";"https://www.wga.hu/detail/m/mantegna/07/0sposi4.jpg";"historical";"Italian";"1451-1500"
"MAULBERTSCH, Franz Anton";"(b. 1724, Langenargen, d. 1796, Wien)";"Ceiling decoration (detail)";"1782";"Fresco";"Episcopal Palace, Szombathely";"https://www.wga.hu/detail/m/maulbert/09szomb2.jpg";"religious";"Austrian";"1751-1800"
"MAULBERTSCH, Franz Anton";"(b. 1724, Langenargen, d. 1796, Wien)";"Adoration of the Shepherds (detail)";"1758";"Fresco";"Parish Church, Sümeg";"https://www.wga.hu/detail/m/maulbert/06sumeg21.jpg";"religious";"Austrian";"1751-1800"
